time_s,handle_index,handle_label,x_m,y_m,vx_mps,vy_mps,speed_mps
0.0,55,bench_55_front,0.6447170163176571,7.803697543109184,-0.8005622347425037,-0.48234760572079105,0.9346438382830602
0.0,56,bench_56_front,2.2620702233466248,7.477098849982888,-0.8832090816752795,-0.30487691499061126,0.9343490863953808
0.0,57,bench_57_front,3.7747374089892034,6.818059667557808,-0.9271073805564332,-0.11368462786565284,0.9340515455236734
0.0,58,bench_58_front,5.1147418676017615,5.855305611870731,-0.9300683936871985,0.0828586348924607,0.9337519854394569
0.0,59,bench_59_front,6.221381321395157,4.631436952696246,-0.8916970850811967,0.2760514129406732,0.9334495562850973
0.0,60,bench_60_front,7.044070706732231,3.201166261570534,-0.8134409869396884,0.4572438007196661,0.9331442185053606
0.0,61,bench_61_front,7.544763592133175,1.6289692509062395,-0.6985533664992473,0.618228167129479,0.9328359300968776
0.0,62,bench_62_front,7.699831744138604,-0.013724352958218953,-0.5519764636879858,0.7516144001719536,0.93252465008242
0.0,63,bench_63_front,7.501329849367211,-1.6517395148479241,-0.3801436344900394,0.8511797258748462,0.9322103349478996
0.0,64,bench_64_front,6.957551880546057,-3.209557306840791,-0.19071226938344568,0.9121695489346168,0.9318929421864757
0.0,65,bench_65_front,6.092844367385269,-4.61482653153827,0.007768430015953509,0.9315400354402875,0.9315724266706292
0.0,66,bench_66_front,4.946677213360471,-5.801753926135357,0.20623382099250137,0.9081254510119552,0.9312487442659099
0.0,67,bench_67_front,3.571975541388452,-6.714278753167262,0.39551607645736586,0.8427241612031964,0.930922649102416
0.0,68,bench_68_front,2.0328115896242718,-7.30881709570331,0.5667670447368225,0.7380914528984654,0.9305932923901177
0.0,69,bench_69_front,0.4015019475996316,-7.556487609243262,0.7118770090548829,0.5988455186926546,0.9302606254589089
0.0,70,bench_70_front,-1.244706342306658,-7.444661904710479,0.8238660722151877,0.43128234124509535,0.9299246006086364
0.0,71,bench_71_front,-2.827270691175431,-6.9777789591311725,0.8972333961293101,0.24310660067515802,0.9295851689982829
0.0,72,bench_72_front,-4.270112527139172,-6.177343188916821,0.9282427090562433,0.04308927952072894,0.9292422789163701
0.0,73,bench_73_front,-5.503305533741268,-5.081104754710886,0.9151291009313478,-0.15933072697757122,0.9288958778736282
0.0,74,bench_74_front,-6.466539382337141,-3.741447636770559,0.8582175632963868,-0.35448572471920714,0.9285459143090821
0.0,75,bench_75_front,-7.11219583644301,-2.223014509830653,0.7599439907943679,-0.5329424085211893,0.9281931264261961
0.0,76,bench_76_front,-7.407835320211875,-0.5997144421550543,0.6247713377258797,-0.6859603877250583,0.9278366655676513
0.0,77,bench_77_front,-7.338000386446064,1.048803236828149,0.45900958624397425,-0.8059288726924159,0.9274756859902759
0.0,78,bench_78_front,-6.905196436652016,2.6410323741145922,0.27054035497757145,-0.8867604182272661,0.9271117101007765
0.0,79,bench_79_front,-6.130011522415496,4.0975966792338445,0.06845572729757636,-0.9242113349372698,0.9267431026052314
0.0,80,bench_80_front,-5.050318314754839,5.345294360738657,-0.13736803324125182,-0.9161290848654591,0.9263705936033338
0.0,81,bench_81_front,-3.719600741303687,6.320838602166783,-0.3367477760912006,-0.8625934758534509,0.9259949078085189
0.0,82,bench_82_front,-2.2044692211181123,6.974187150380465,-0.519695277427126,-0.7659505921454987,0.9256151959578546
0.0,83,bench_83_front,-0.5814373483707258,7.271274899480853,-0.6769219873546373,-0.6307374692871447,0.9252313938290808
0.0,84,bench_84_front,1.0668459440616882,7.195962808832827,-0.8003194051699485,-0.4634929115069433,0.9248442189410946
0.0,85,bench_85_front,2.6557504907848877,6.751115474382223,-0.8833902873802506,-0.27246030793808423,0.9244528215325418
0.0,86,bench_86_front,4.103021738062221,5.958717213946105,-0.9216096313680987,-0.06719995715492048,0.9240563548139615
0.0,87,bench_87_front,5.333093359905464,4.858985241665859,-0.9126941074828109,0.14187673347348378,0.9236555317513941
0.0,88,bench_88_front,6.281115550497963,3.5085224865688227,-0.856759263933441,0.34402918805186733,0.923251059337274
0.0,89,bench_89_front,6.896508440554977,1.9775821545083536,-0.7563559636113489,0.5287373384929197,0.922842086603677
0.0,90,bench_90_front,7.1458441379942945,0.34653276014600926,-0.6163843838147909,0.6862541084051544,0.9224285391908107
0.0,91,bench_91_front,7.014855782541944,-1.2982607766982526,-0.4438803495236,0.8081295099438549,0.922010341338582
0.0,92,bench_92_front,6.509475528531345,-2.8689574916656237,-0.24768583477264308,0.8876796134747454,0.921587417951056
0.0,93,bench_93_front,5.6558018431052295,-4.280957417033923,-0.038013254434171986,0.9203757866866464,0.9211604617175774
0.0,94,bench_94_front,4.498983107582264,-5.457503190035157,0.17407348965060354,0.9041228854011388,0.9207278488811009
0.0,95,bench_95_front,3.1010285533431334,-6.333980381035326,0.37723331536412824,0.8394219477789303,0.9202902697701335
0.0,96,bench_96_front,1.537666694184208,-6.8616148195945765,0.560455447320539,0.7293906944537745,0.9198484079385172
0.0,97,bench_97_front,-0.10560900359754397,-7.010385976249273,0.7136613810791064,0.5796433244148279,0.9194014087341887
0.0,98,bench_98_front,-1.7381431781693475,-6.770967966157214,0.8282730858811741,0.39803429158435427,0.9189491836179962
0.0,99,bench_99_front,-3.269076343076469,-6.155547780572806,0.897711407994764,0.19427075138223165,0.9184916422518816
0.0,100,bench_100_front,-4.612420186234614,-5.197469095336294,0.9177978693369561,-0.02058532077736741,0.9180286947535808
0.0,101,bench_101_front,-5.691988789694343,-3.949663398540242,0.8870342116892301,-0.23470644026936008,0.917560246420391
0.0,102,bench_102_front,-6.445849852905263,-2.4819478082113373,0.8067390169606264,-0.43614292561202517,0.9170869604612283
0.0,103,bench_103_front,-6.830069386474522,-0.877302963858111,0.6810268085526057,-0.6134921894940684,0.9166079753840097
0.0,104,bench_104_front,-6.821505746100842,0.7726752521766602,0.516635178194792,-0.756551251908943,0.9161231926511595
0.0,105,bench_105_front,-6.419466445439286,2.37294613915189,0.3225923613770655,-0.8569230181131475,0.9156325084830578
0.0,106,bench_106_front,-5.646088607289719,3.8304773504079614,0.10974876584989471,-0.908531866204504,0.9151365709633802
0.0,107,bench_107_front,-4.54540681502432,5.059703261546932,-0.10981132833783906,-0.9080185967777605,0.9146345171299702
0.0,108,bench_108_front,-3.1810971599530182,5.987686017885517,-0.32344331688119504,-0.8549919269888573,0.9141262355119388
0.0,109,bench_109_front,-1.6330223583651047,6.5586156440742265,-0.5186664814229699,-0.7521112011668005,0.9136116121592651
0.0,110,bench_110_front,0.007264365488604592,6.7374017020062125,-0.6838983303325193,-0.6049937112798458,0.9130905305169741
0.0,111,bench_111_front,1.6418079752415466,6.512106461090035,-0.8091554032136372,-0.4219461250456223,0.9125628739932607
0.0,112,bench_112_front,3.1720795324967748,5.895031741202873,-0.8866814793118893,-0.21352594534858124,0.912029262190488
0.0,113,bench_113_front,4.5049083706624735,4.922368108899017,-0.9114533638326241,0.00804010185807753,0.9114888247695054
0.0,114,bench_114_front,5.558285846281053,3.652366405500386,-0.8815432610038652,0.22955560006535816,0.9109414331024226
0.0,115,bench_115_front,6.266573483931472,2.1621262081066357,-0.7983006763397733,0.4376304879938885,0.9103869583129519
0.0,116,bench_116_front,6.5848437715944845,0.5431122495498295,-0.666340194788509,0.619495033158765,0.9098260005622875
0.0,117,bench_117_front,6.492004692974053,-1.1042710887841845,-0.4933279925785442,0.7637912185196047,0.9092576828101255
0.0,118,bench_118_front,5.992525303581883,-2.676859183784138,-0.28957553579676143,0.8613064097967769,0.9086818598877139
0.0,119,bench_119_front,5.116583896299826,-4.075155726449457,-0.06746025412650676,0.9055892000953548,0.9080983896121375
0.0,120,bench_120_front,3.9185802316747,-5.209744648132088,0.1593049933349326,0.8934161541110777,0.9075078541412586
0.0,121,bench_121_front,2.474066513555949,-6.00716949581979,0.3765057604819012,0.8250624271493301,0.9069093650247517
0.0,122,bench_122_front,0.8752432900457398,-6.4149368166674225,0.5703122530647328,0.7043639938692785,0.9063027650047487
0.0,123,bench_123_front,-0.7747248190142175,-6.4052819780779116,0.728169617106446,0.538553222501176,0.9056878958798938
0.0,124,bench_124_front,-2.368282442898843,-5.97741069494441,0.839634903528825,0.3378685214397255,0.9050645883050146
0.0,125,bench_125_front,-3.8004500406370103,-5.15801690614568,0.8970969944549653,0.11496411932787334,0.9044333951115281
0.0,126,bench_126_front,-4.97582610049895,-4.000008440231163,0.8963363846329635,-0.11586038758854098,0.9037934187794568
0.0,127,bench_127_front,-5.815138379739003,-2.5794236114052396,0.8368804939736278,-0.3395599853538682,0.9031444761759121
0.0,128,bench_128_front,-6.260830309707515,-0.9907609060201079,0.7221211985612797,-0.541315668321502,0.9024863867017239
0.0,129,bench_129_front,-6.281362099645389,0.6591128590396533,0.5591790043713737,-0.7075291953869709,0.9018196722486681
0.0,130,bench_130_front,-5.873820351202982,2.2579870072687616,0.3585131781957025,-0.8267573828764843,0.9011434231468136
0.0,131,bench_131_front,-5.064639413852194,3.695946839660507,0.1332950132354908,-0.8905369350032281,0.900457435506195
0.0,132,bench_132_front,-3.9083137648144284,4.872986458522262,-0.10141915965888045,-0.8940280723172718,0.8997622130525657
0.0,133,bench_133_front,-2.4841291960238827,5.706165854362668,-0.32967469933806,-0.8364315784662855,0.8990568351551764
0.0,134,bench_134_front,-0.8910366521704667,6.135762933371569,-0.535697119145171,-0.7211416593718988,0.8983410801817378
0.0,135,bench_135_front,0.7589532515690043,6.129912154919559,-0.7049878613895391,-0.555612788557101,0.8976154274046284
0.0,136,bench_136_front,2.3485103351441348,5.687409415891041,-0.8253706555666573,-0.3509346287924514,0.8968789398554464
0.0,137,bench_137_front,3.763306559382148,4.8383817229964015,-0.8879052790270109,-0.1211431672329553,0.8961313807089146
0.0,138,bench_138_front,4.9003440169235155,3.6427082708511627,-0.8876022856622214,0.11770347164304988,0.8953725061389958
0.0,139,bench_139_front,5.675685116122742,2.186222074462898,-0.8238784386893391,0.34862359019075606,0.8946027550676754
0.0,140,bench_140_front,6.030977433128269,0.5749324858370083,-0.7007074740994206,0.5549101989593713,0.8938211751619668
0.0,141,bench_141_front,5.938293149438472,-1.0724602655592208,-0.5264473901619083,0.7213537644776711,0.8930274957325737
0.0,142,bench_142_front,5.4028036161692965,-2.6331469846667703,-0.3133420536361695,0.8353903796503147,0.892222129847287
0.0,143,bench_143_front,4.463050570078567,-3.989382757962927,-0.07671398989513181,0.8880976591925848,0.8914047837593081
0.0,144,bench_144_front,3.1887081017541377,-5.037496878917166,0.1660909905113143,0.8749495358458177,0.890574481672275
0.0,145,bench_145_front,1.6758653031243946,-5.696133865875704,0.3969540120677917,0.7962716996386656,0.8897309185041092
0.0,146,bench_146_front,0.04017649396153585,-5.9129582711263815,0.5983281220024825,0.6573431857280247,0.8888737848547936
0.0,147,bench_147_front,-1.5917390438925763,-5.669327318146215,0.7545917379953262,0.46812541441125105,0.8880034316760902
0.0,148,bench_148_front,-3.0919740318011137,-4.982450195254058,0.8532970542371133,0.24262148365359062,0.8871195224432865
0.0,149,bench_149_front,-4.341425960289937,-3.904783545888493,0.8862185523030384,-0.002099813163166919,0.8862210399564058
0.0,150,bench_150_front,-5.239480110623887,-2.520586069312004,0.8501098164323182,-0.24715193266499186,0.885308295349496
0.0,151,bench_151_front,-5.712477504223168,-0.9398355564196176,0.747091845209076,-0.47326758733289687,0.8843802544142442
0.0,152,bench_152_front,-5.720275697194878,0.7101487977899287,0.5846343634016807,-0.6623171043971878,0.8834371996057014
0.0,153,bench_153_front,-5.260253480740877,2.294725633730573,0.3751034338775871,-0.7987896918126884,0.88247807783138
0.0,154,bench_154_front,-4.368348034769832,3.682896386274271,0.1349017506226534,-0.8711195696043402,0.8815031405892481
0.0,155,bench_155_front,-3.1169195651115653,4.758271988351568,-0.11675497207134185,-0.8727361860298759,0.8805113139019589
0.0,156,bench_156_front,-1.6094762563931637,5.429186528791344,-0.3593354976769027,-0.8027472847829671,0.8795028158665176
0.0,157,bench_157_front,0.027383577718955304,5.637008261043198,-0.5726567010285661,-0.6661721629573719,0.878476549449229
0.0,158,bench_158_front,1.6542889257663613,5.361908487756075,-0.7385809257750975,-0.47369436697863276,0.8774326966930784
0.0,159,bench_159_front,3.1308198908566336,4.625452821568432,-0.8426040048091117,-0.2409213467737426,0.8763701297121139
0.0,160,bench_160_front,4.327705585732844,3.4896869251417715,-0.8751954833788252,0.012794375254905833,0.8752889980828383
0.0,161,bench_161_front,5.138463531686613,2.0526170463492406,-0.8327635741223549,0.265913036921007,0.8741881454181313
0.0,162,bench_162_front,5.489372372967972,0.44036189359965855,-0.7181436145883684,0.4965046941434096,0.8730676734826962
0.0,163,bench_163_front,5.346853916417862,-1.2034756218971874,-0.5405409130838454,0.6841580638808702,0.8719270239479553
0.0,164,bench_164_front,4.721477506701179,-2.730368777864888,-0.3149112386315456,0.8118267032079773,0.870764999444734
0.0,165,bench_165_front,3.668060785856493,-4.000330804038094,-0.06080387949823329,0.8674532277078495,0.869581631603843
0.0,166,bench_166_front,2.2816856628377593,-4.895024812664789,0.19925993071929032,0.8452058125270454,0.8683762925827486
0.0,167,bench_167_front,0.6898605045071984,-5.32930390882803,0.44173594686592005,0.7462000668834939,0.8671477305341125
0.0,168,bench_168_front,-0.9586863015920023,-5.260069160557253,0.6441878075024932,0.578617123711956,0.8658958985857169
0.0,169,bench_169_front,-2.5075977092043042,-4.691414375693934,0.7874011303226769,0.35716576356817725,0.8646201031081039
0.0,170,bench_170_front,-3.807702444919867,-3.675433840367888,0.8572825345167387,0.1019136246042566,0.8633190203322412
0.0,171,bench_171_front,-4.731670079663746,-2.3083963688255844,0.8463575614990825,-0.16343498656204636,0.8619931071297551
0.0,172,bench_172_front,-5.187040545864304,-0.7224806499510885,0.7546957687496036,-0.4136860881644394,0.8606403911677348
0.0,173,bench_173_front,-5.1263152553371425,0.9264012394327122,0.590154231317701,-0.6245373232552843,0.859260661779103
0.0,174,bench_174_front,-4.552889753987113,2.47355391171466,0.36786719439315363,-0.7749746030867881,0.8578530807429762
0.0,175,bench_175_front,-3.522081670393503,3.761934199600283,0.10899868479916672,-0.8494521650562031,0.8564167758787885
0.0,176,bench_176_front,-2.1368718425281963,4.658423254696395,-0.1611625513574267,-0.8396234614424054,0.8549508318988652
0.0,177,bench_177_front,-0.5385751970402507,5.068231652499139,-0.41560375808191347,-0.7454245546757524,0.8534543048373202
0.0,178,bench_178_front,1.1068840817073,4.945880634140642,-0.6282783743994704,-0.5753647018552013,0.8519262033057592
0.0,179,bench_179_front,2.6258078077971985,4.301388068082463,-0.7768142165048999,-0.34594965303831227,0.8503655034168838
0.0,180,bench_180_front,3.855093640179875,3.2007690305104894,-0.8449694154454077,-0.08024410626123638,0.8487711291201053
0.0,181,bench_181_front,4.660164424111332,1.7605073302247605,-0.8245543773589652,0.19431827516554362,0.8471419676094101
0.0,182,bench_182_front,4.950533849788569,0.13626124221990632,-0.7165901771100959,0.44869769294659506,0.8454768486400296
0.0,183,bench_183_front,4.6911066810184625,-1.4932142467757556,-0.5315297168263271,0.655310349608329,0.8437745517454682
0.0,184,bench_184_front,3.9077560053177587,-2.945405822002385,-0.2884656648600929,0.7910811597829644,0.8420343467856495
0.0,185,bench_185_front,2.6862229568456373,-4.05462250584779,-0.013344742125728759,0.8401483742367073,0.8402543501077424
0.0,186,bench_186_front,1.1640979081751606,-4.691524420243815,0.2636622981753457,0.795897776243098,0.8384337050165703
0.0,187,bench_187_front,-0.48357003267841553,-4.779271482305452,0.5114046867296408,0.662053852995145,0.8365704141760926
0.0,188,bench_188_front,-2.063700710954269,-4.3042012376349135,0.7012640172168941,0.4526489031938355,0.8346629567710302
0.0,189,bench_189_front,-3.3876197434166833,-3.319451278040567,0.8105566078423756,0.19079926617315773,0.8327102584267556
0.0,190,bench_190_front,-4.293973082453192,-1.9406740305626733,0.8254145421272787,-0.09364894987617518,0.8307101131971943
0.0,191,bench_191_front,-4.669323839597693,-0.3339351657574546,0.7427720125994963,-0.36738162293705023,0.8286612815698386
0.0,192,bench_192_front,-4.4637860468112,1.3032148983080039,0.5711605853165987,-0.5974781734893285,0.8265619045270256
0.0,193,bench_193_front,-3.699397245406386,2.7654750810878994,0.3301380285763539,-0.7554204049337954,0.8244095499826654
0.0,194,bench_194_front,-2.469737285314807,3.8656703017262655,0.04833074866557028,-0.8207809594438654,0.8222026785727268
0.0,195,bench_195_front,-0.9303019255937954,4.459500271523407,-0.2397646301517597,-0.7841001981585791,0.8199391432442612
0.0,196,bench_196_front,0.7196848989573338,4.465896443578522,-0.4978942563317812,-0.6485355495691871,0.8176166886403341
0.0,197,bench_197_front,2.262156367042209,3.87999695906719,-0.6926154409656873,-0.4299867482319731,0.8152329438382625
0.0,198,bench_198_front,3.488868699370569,2.7765176901504276,-0.7977576492739299,-0.15557269421856174,0.8127854145846175
0.0,199,bench_199_front,4.230183379218734,1.3024233680705273,-0.7981799511686367,0.13945826600196945,0.8102714621679844
0.0,200,bench_200_front,4.379967659016748,-0.34076320871231774,-0.6922721237945489,0.4160774644435369,0.8076887703817467
0.0,201,bench_201_front,3.912889461318819,-1.923274456587606,-0.49276629097148383,0.6366011617837614,0.8050339475464546
0.0,202,bench_202_front,2.8910875223225623,-3.2188085291473256,-0.22562878738530734,0.7699241705546453,0.8023039187871531
0.0,203,bench_203_front,1.4585105200897266,-4.037482047385025,0.07296703043188917,0.7961595832683195,0.7994962598787017
0.0,204,bench_204_front,-0.17706914336569468,-4.255176965183922,0.36129730883672934,0.7099627221892106,0.7966070626544666
0.0,205,bench_205_front,-1.7726033778957209,-3.834723338186692,0.5978266579795182,0.5219726405677896,0.7936322514189244
0.0,206,bench_206_front,-3.0852919547740245,-2.8350505227838267,0.7472810413149501,0.2580104635540846,0.7905683740272879
0.0,207,bench_207_front,-3.9101108501191257,-1.4060057820973824,0.7861790968601003,-0.044034013509638446,0.7874113071867397
0.0,208,bench_208_front,-4.11357778303803,0.2314000620974398,0.7069355151065382,-0.33932946254231633,0.7841570676007478
0.0,209,bench_209_front,-3.6581070413066596,1.817288352648243,0.5197960103590604,-0.5826334330816847,0.7808006209844779
0.0,210,bench_210_front,-2.6122425809182404,3.0934856375513426,0.25212342204470023,-0.7353143622225626,0.7773373985820469
0.0,211,bench_211_front,-1.1439783625384685,3.846286945893925,-0.05507771548009373,-0.7717993966622938,0.7737621491329146
0.0,212,bench_212_front,0.5031034083736483,3.944439713740936,-0.35307479226106214,-0.6843576567755436,0.770069614591762
0.0,213,bench_213_front,2.0481624917242875,3.3653852178041723,-0.5929971774782306,-0.48528210015170925,0.7662534627816057
0.0,214,bench_214_front,3.2204331091441816,2.2042295944860824,-0.7339780611203764,-0.20588511886135094,0.7623073372168077
0.0,215,bench_215_front,3.8078990449452945,0.6623527663623319,-0.7505204615887974,0.10781378330177904,0.7582247523876442
0.0,216,bench_216_front,3.6985746074439545,-0.984021295903302,-0.6377310130439523,0.4022595751682174,0.7539984156565452
0.0,217,bench_217_front,2.9061302820374295,-2.431267198164909,-0.4133042684822564,0.625388299782166,0.7496205332367046
0.0,218,bench_218_front,1.5735864902645609,-3.404311030378252,-0.11559230832888315,0.7360619063559641,0.7450830233827473
0.0,219,bench_219_front,-0.04764998180081454,-3.711070214070119,0.2022621711366826,0.7122136763265858,0.7403771380989256
0.0,220,bench_220_front,-1.6415744196152322,-3.284554707818023,0.48140796422904647,0.5560545086818307,0.7354931982340469
0.0,221,bench_221_front,-2.887661937104034,-2.2029922775757216,0.6681746679602613,0.29505445816561615,0.7304207829650048
0.0,222,bench_222_front,-3.5264369031445852,-0.6816556420186198,0.7248173103550808,-0.02192005705714519,0.7251486897814557
0.0,223,tail_rear,-3.417351824834403,0.9647308392225971,0.6379653956949077,-0.3330429730475004,0.7196648303206696
10.0,0,head_front,3.7971477985657387,8.04812321772098,-0.7216977680550578,0.35071279676261863,0.8024008563235148
10.0,1,bench_1_front,6.137645724161784,6.404456257895018,-0.5720321366504361,0.5610250527977261,0.80123022610705
10.0,2,bench_2_front,7.205138543826152,5.146305806084694,-0.45771822599690076,0.6567857224051061,0.8005457260924869
10.0,3,bench_3_front,8.020647381802814,3.711930584788487,-0.3274900693828409,0.7297401994651862,0.799856552301641
10.0,4,bench_4_front,8.555308419475466,2.1509620452111315,-0.18582877599361428,0.7772570066504071,0.799162554412077
10.0,5,bench_5_front,8.789916183376185,0.5177231887010356,-0.03764982000797177,0.7975755412905006,0.7984636829633941
10.0,6,bench_6_front,8.715682634142382,-1.1306031487577295,0.1118658492589922,0.7898777528654983,0.7977598841144401
10.0,7,bench_7_front,8.334650422339307,-2.7360028003101307,0.2574499221943557,0.7543275186733632,0.7970511074365263
10.0,8,bench_8_front,7.659718338745364,-4.241644064751442,0.39393327429664543,0.692076349239245,0.7963373015088502
10.0,9,bench_9_front,6.714280926057593,-5.593923372949806,0.5164308996682033,0.6052336627375674,0.7956184139666712
10.0,10,bench_10_front,5.531511880734493,-6.7443784443260615,0.6205199650455218,0.49680183265552424,0.7948943879220579
10.0,11,bench_11_front,4.1532471723521684,-7.651504281663657,0.7024021939266476,0.37057991738529583,0.7941651699755288
10.0,12,bench_12_front,2.6285831783705653,-8.282284987188143,0.7590485698467295,0.23103582695186034,0.7934307056836756
10.0,13,bench_13_front,1.012163316116768,-8.613473831379281,0.7883177774859472,0.08315244359671752,0.7926911423603071
