time_s,handle_index,handle_label,x_m,y_m,vx_mps,vy_mps,speed_mps
0.0,0,head_front,8.8,9.056946762978818e-14,-0.5002852201434262,0.8048123217720888,0.9476329325061137
0.0,1,bench_1_front,8.306676606014157,-2.8171279980276864,-0.21690308818523735,0.9221584255922703,0.9473241850365205
0.0,51,bench_51_front,-5.433681226093027,5.739859236784876,-0.1802995517314013,-0.9182623099614791,0.9357957032655877
0.0,101,bench_101_front,-5.691988789694343,-3.949663398540242,0.8870342116892301,-0.23470644026936008,0.917560246420391
0.0,151,bench_151_front,-5.712477504223168,-0.9398355564196176,0.747091845209076,-0.47326758733289687,0.8843802544142442
0.0,201,bench_201_front,3.912889461318819,-1.923274456587606,-0.49276629097148383,0.6366011617837614,0.8050339475464546
0.0,223,tail_rear,-3.417351824834403,0.9647308392225971,0.6379653956949077,-0.3330429730475004,0.7196648303206696
60.0,0,head_front,8.907782749761804,2.9317478459920108,-0.24821053536334042,0.7825252431529949,0.8209471517929823
60.0,1,bench_1_front,9.350391092549602,0.10619646870440236,-0.0004248725996167657,0.8199874817237305,0.8199875917965778
60.0,51,bench_51_front,-8.36845448831988,-1.7166464788729283,0.148777436743272,-0.7726438743872066,0.7868375196392021
60.0,101,bench_101_front,6.396955664346909,-4.193954091802161,0.4134883470602639,0.6120512153101411,0.7386334025193079
60.0,151,bench_151_front,6.084411215240773,2.6487069108143815,-0.25437668562621557,0.6113930873732792,0.6622001249456306
60.0,201,bench_201_front,4.0401050979481665,-3.636751535609544,0.35736004398437843,0.3819509957151357,0.5230609564518274
60.0,223,tail_rear,0.036024469032014374,-4.813020354914131,0.41849130602859336,-0.004584428769382432,0.41851641569795006
120.0,0,head_front,9.608291256647831,2.4755347035037456,-0.20113777582749978,0.8146143642943471,0.8390786419517046
120.0,1,bench_1_front,9.889781028094419,-0.3705779902343415,0.03986822417350093,0.837356425618107,0.8383049915291456
120.0,51,bench_51_front,-6.941304364659877,-5.941593245473415,0.5211495511364238,-0.6227646106164848,0.8120545639832325
120.0,101,bench_101_front,6.559896503932303,5.097820536426832,-0.46819074894201174,0.6183008667396926,0.7755633689170325
120.0,151,bench_151_front,-6.659511331246592,3.1940163455317236,-0.3213347643625345,-0.6458959058523955,0.7214135790133231
120.0,201,bench_201_front,-6.318469899604689,-0.3879338060391094,0.02794876262876169,-0.632222778819284,0.6328402447620222
120.0,223,tail_rear,-5.46487290247463,-1.9582044331518984,0.18334685714385382,-0.5431518520834395,0.5732625964130219
180.0,0,head_front,10.339680489979095,-1.4291179648608434,0.12493657921287919,0.8446901570279103,0.8538797398962291
180.0,1,bench_1_front,9.540303338472564,-4.175130672201894,0.3495098743970245,0.7783738920778229,0.853242678356751
180.0,51,bench_51_front,-6.768798489721786,-6.940708665708976,0.5895441080839892,-0.5869987721564623,0.8319433958447778
180.0,101,bench_101_front,1.9831844422576912,8.694560140548372,-0.7811418909735217,0.18763401769607682,0.8033611755807353
180.0,151,bench_151_front,-4.073056058573582,-6.962271967266427,0.6535272524556385,-0.39379238497255314,0.76300085987146
180.0,201,bench_201_front,6.480369865556409,-2.932035805622433,0.29887419020468975,0.6349151490229825,0.7017428503585805
180.0,223,tail_rear,5.595386882581036,3.5935773452179727,-0.349415752757682,0.5640195013775149,0.6634827550203231
240.0,0,head_front,7.577572116409567,-7.876271023657829,0.6295846764481319,0.5949017988962371,0.8661899417265695
240.0,1,bench_1_front,5.2611544933210475,-9.553709748367922,0.7620132391110985,0.41072686880425546,0.8656562466350811
240.0,51,bench_51_front,-8.765446328438374,-5.259517349633062,0.4292216581818959,-0.7313819271658643,0.8480275674984098
240.0,101,bench_101_front,-0.1327982635979464,9.487795801943392,-0.8250303470412206,-0.0027569522026934744,0.8250349533955544
240.0,151,bench_151_front,2.995472968335524,-8.160912509751174,0.7483730044375,0.2646683686002785,0.7937956280481414
240.0,201,bench_201_front,1.8073944908062023,7.605261575096313,-0.726228705228843,0.18297382668314766,0.74892426422799
240.0,223,tail_rear,-7.065067196655037,2.196437630494966,-0.22435297865680487,-0.6866040549707252,0.722329140582341
300.0,0,head_front,-1.6272020101386553,-11.283233640973963,0.8041067596380082,-0.5389757741333548,0.9680302505594474
300.0,1,bench_1_front,-4.378373082192736,-10.501760990048922,0.6437722957294572,-0.7227844041791337,0.9679153184413195
300.0,51,bench_51_front,-10.722907729025824,0.1416703450636864,-0.4527256054288853,-0.8510720245197824,0.963993809487982
300.0,101,bench_101_front,1.1883979640814362,9.956428318327246,-0.7761097002156526,0.5632287414819425,0.9589436281659954
300.0,151,bench_151_front,6.317128101257394,-6.795312699219148,0.9334987004299704,0.18778345276012526,0.9521987443989609
300.0,201,bench_201_front,-6.4142460983256555,5.520535023136136,-0.9119824294422656,-0.23881194888247376,0.9427317214035296
300.0,223,tail_rear,-3.1046762419252842,-7.457516618579946,0.4843971599628988,-0.8023558216144325,0.937238215748106
